Nome,Età,Nazionalità,Tiri,Goal,Assist,Fuorigioco,Palle recuperate,Tackle vinti,Partite Giocate,Minuti,Squadra,Lega,Ruolo
Francesco Forte,29.0,ITA,2.34,0.21,0.0,0.43,3.83,0.64,12,422,Venezia,Serie A,FW
Steven Fortes,30.0,CPV,0.0,0.0,0.0,0.0,4.0,0.0,1,90,Lens,Ligue 1,DF
Tariqe Fosu,26.0,GHA,5.0,0.0,0.0,0.0,10.0,0.0,1,17,Brentford,Premier League,DF
Timothy Fosu-Mensah,24.0,NED,0.0,0.0,0.0,0.0,8.13,1.25,6,145,Leverkusen,Bundesliga,DF
Dimitri Foulquier,29.0,FRA,0.0,0.0,0.0,0.0,7.0,1.0,2,180,Granada,La Liga,DF
Dimitri Foulquier,29.0,FRA,0.62,0.0,0.04,0.04,8.5,1.0,29,2342,Valencia,La Liga,DF
Juan Foyth,24.0,ARG,0.28,0.05,0.05,0.0,7.85,2.15,25,1924,Villarreal,La Liga,DF
Raphael Framberger,26.0,GER,0.11,0.0,0.0,0.0,8.51,2.02,23,848,Augsburg,Bundesliga,DF
Przemys?aw Frankowski,27.0,POL,1.21,0.22,0.18,0.07,6.65,1.4,37,2448,Lens,Ligue 1,DF
Enric Franquesa,25.0,ESP,0.14,0.0,0.0,0.14,7.39,0.43,16,625,Levante,La Liga,DF
FransÃ©rgio,31.0,BRA,1.0,0.0,0.07,0.0,9.36,1.14,26,1258,Bordeaux,Ligue 1,MF
Ryan Fraser,28.0,SCO,1.47,0.12,0.18,0.12,5.03,0.25,27,1465,Newcastle Utd,Premier League,FW
Davide Frattesi,22.0,ITA,2.08,0.13,0.09,0.0,6.18,0.85,36,2854,Sassuolo,Serie A,MF
Fred,29.0,BRA,0.67,0.18,0.18,0.0,11.2,1.69,28,2028,Manchester Utd,Premier League,MF
Ryan Fredericks,29.0,ENG,0.0,0.0,0.0,0.0,7.94,0.59,7,307,West Ham,Premier League,DF
Morten Frendrup,21.0,DEN,0.52,0.0,0.0,0.0,15.3,2.6,10,695,Genoa,Serie A,DF
Remo Freuler,30.0,SUI,0.76,0.04,0.11,0.0,10.8,1.63,29,2369,Atalanta,Serie A,MF
Marvin Friedrich,26.0,GER,1.15,0.0,0.0,0.0,9.92,0.92,13,1169,Union Berlin,Bundesliga,DF
Marvin Friedrich,26.0,GER,0.75,0.0,0.0,0.15,8.81,1.64,8,600,M'Gladbach,Bundesliga,DF
Jeremie Frimpong,21.0,NED,0.48,0.04,0.26,0.04,7.32,0.92,25,2052,Leverkusen,Bundesliga,DF
Jorge de Frutos,25.0,ESP,2.35,0.2,0.36,0.66,6.99,1.22,25,1760,Levante,La Liga,FW
Leo Fuhr Hjelde,18.0,NOR,0.0,0.0,0.0,0.0,8.24,1.18,2,150,Leeds United,Premier League,DF
Chris FÃ¼hrich,24.0,GER,1.58,0.16,0.11,0.11,6.68,1.21,25,1714,Stuttgart,Bundesliga,FW
Angelo Fulgini,25.0,FRA,1.78,0.15,0.12,0.15,5.51,0.65,36,2929,Angers,Ligue 1,FW
Stephan FÃ¼rstner,34.0,GER,0.0,0.0,0.0,0.0,20.0,0.0,1,5,Mainz 05,Bundesliga,MF
Matteo Gabbia,22.0,ITA,0.17,0.0,0.0,0.0,9.0,0.67,8,537,Milan,Serie A,DF
Manolo Gabbiadini,30.0,ITA,3.46,0.47,0.16,0.47,4.57,0.31,18,1140,Sampdoria,Serie A,FW
Mijat Ga?inovi?,27.0,SRB,0.83,0.0,0.0,0.0,5.83,1.67,4,110,Hoffenheim,Bundesliga,FW
Gianluca Gaetano,22.0,ITA,0.0,0.0,0.0,0.0,15.0,5.0,2,20,Napoli,Serie A,MF
Luca Gagliano,21.0,ITA,0.0,0.0,0.0,0.0,10.0,0.0,2,13,Cagliari,Serie A,DF
Roberto Gagliardini,28.0,ITA,1.11,0.28,0.28,0.0,8.61,0.97,18,649,Inter,Serie A,MF
Riccardo Gagliolo,32.0,SWE,0.63,0.0,0.08,0.0,9.29,1.03,17,1138,Salernitana,Serie A,DF
Javi GalÃ¡n,27.0,ESP,0.52,0.0,0.08,0.3,7.46,2.1,37,3298,Celta Vigo,La Liga,DF
IÃ±igo Ruiz de Galarreta,28.0,ESP,0.52,0.0,0.0,0.0,11.8,1.76,22,1378,Mallorca,La Liga,MF
Nicolas Galazzi,21.0,ITA,0.0,0.0,0.0,0.0,5.0,5.0,1,16,Venezia,Serie A,DF
Pablo Galdames MillÃ¡n,25.0,CHI,1.05,0.0,0.0,0.26,9.74,1.58,19,1028,Genoa,Serie A,MF
Thiago Galhardo,32.0,BRA,2.42,0.16,0.16,1.25,4.06,0.47,31,1148,Celta Vigo,La Liga,FW
Conor Gallagher,22.0,ENG,1.65,0.25,0.09,0.06,8.77,1.39,34,2845,Crystal Palace,Premier League,MF
Cristian Gamboa,32.0,CRC,0.26,0.05,0.0,0.1,8.48,2.36,23,1722,Bochum,Bundesliga,DF
KÃ©vin Gameiro,35.0,FRA,2.45,0.42,0.11,0.53,4.45,0.49,35,2385,Strasbourg,Ligue 1,FW
Idrissa Gana Gueye,32.0,SEN,1.32,0.16,0.05,0.05,8.35,2.25,26,1641,Paris S-G,Ligue 1,MF
Ignatius Ganago,23.0,CMR,2.81,0.44,0.09,0.88,3.51,0.0,28,1024,Lens,Ligue 1,FW
SilvÃ¨re Ganvoula M'Boussy,25.0,CGO,2.94,0.0,0.0,3.53,4.71,0.0,9,153,Bochum,Bundesliga,FW
Ãlvaro GarcÃ­a,29.0,ESP,2.01,0.21,0.12,0.36,6.58,1.08,36,2998,Rayo Vallecano,La Liga,FW
Dani GarcÃ­a,32.0,ESP,0.5,0.0,0.0,0.04,11.4,1.07,32,2177,Athletic Club,La Liga,MF
David GarcÃ­a,28.0,ESP,0.9,0.12,0.0,0.0,11.0,0.67,35,3105,Osasuna,La Liga,DF
Eric GarcÃ­a,21.0,ESP,0.26,0.0,0.0,0.09,7.0,0.7,26,2039,Barcelona,La Liga,DF
Francisco Garcia,22.0,ESP,0.74,0.03,0.0,0.06,8.33,0.98,34,3025,Rayo Vallecano,La Liga,DF
Manu GarcÃ­a,24.0,ESP,0.67,0.0,0.08,0.0,9.75,1.08,24,1077,AlavÃ©s,La Liga,MF
RaÃºl GarcÃ­a,35.0,ESP,2.2,0.3,0.1,0.55,5.25,0.9,35,1802,Athletic Club,La Liga,FW
RubÃ©n GarcÃ­a,28.0,ESP,1.14,0.04,0.23,0.3,6.63,0.91,37,2375,Osasuna,La Liga,FW
SaÃºl GarcÃ­a,27.0,ESP,0.0,0.0,0.0,0.0,1.0,0.0,1,4,AlavÃ©s,La Liga,FW
Unai GarcÃ­a,30.0,ESP,0.51,0.0,0.0,0.0,7.69,0.9,18,1408,Osasuna,La Liga,DF
Alejandro Garnacho,17.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,2,13,Manchester Utd,Premier League,FW
Mario Gaspar,31.0,ESP,0.58,0.0,0.0,0.0,6.67,1.45,12,623,Villarreal,La Liga,DF
Djeidi Gassama,18.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Paris S-G,Ligue 1,FW
Johan Gastien,34.0,FRA,0.79,0.0,0.03,0.0,10.6,1.44,32,2746,Clermont Foot,Ligue 1,MF
Dwight Gayle,31.0,ENG,5.0,0.0,0.0,0.0,2.5,0.0,8,38,Newcastle Utd,Premier League,FW
Jean-Philippe Gbamin,26.0,CIV,0.0,0.0,0.0,0.0,10.0,1.43,3,67,Everton,Premier League,MF
Linus Gechter,18.0,GER,0.63,0.13,0.0,0.0,8.5,0.75,13,716,Hertha BSC,Bundesliga,DF
Dennis Geiger,23.0,GER,0.98,0.13,0.13,0.0,9.61,1.5,20,1377,Hoffenheim,Bundesliga,MF
Joe Gelhardt,20.0,ENG,2.65,0.24,0.24,0.6,4.94,0.72,20,746,Leeds United,Premier League,FW
Yannick Gerhardt,28.0,GER,0.8,0.06,0.17,0.11,10.3,1.71,27,1574,Wolfsburg,Bundesliga,DF
ValÃ¨re Germain,32.0,FRA,1.46,0.18,0.14,0.32,3.47,0.96,34,1970,Montpellier,Ligue 1,FW
Gerson,25.0,BRA,1.55,0.32,0.14,0.07,5.87,1.24,35,2544,Marseille,Ligue 1,FW
Willem Geubbels,20.0,FRA,2.17,0.33,0.17,0.67,3.17,0.67,22,544,Nantes,Ligue 1,FW
Hamadi Al Ghaddioui,31.0,MAR,2.18,0.36,0.36,0.55,3.82,0.91,10,498,Stuttgart,Bundesliga,FW
IsmaÃ«l Gharbi,18.0,TUN,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Paris S-G,Ligue 1,FW
Anwar El Ghazi,27.0,NED,0.0,0.0,0.0,0.0,0.0,10.0,2,13,Everton,Premier League,FW
Anwar El Ghazi,27.0,NED,1.63,0.23,0.23,0.47,6.28,0.7,9,386,Aston Villa,Premier League,FW
Lamine Ghezali,22.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Saint-Ãtienne,Ligue 1,DF
Paolo Ghiglione,25.0,ITA,1.19,0.0,0.15,0.0,7.61,1.19,13,603,Genoa,Serie A,DF
Saman Ghoddos,28.0,IRN,1.33,0.17,0.17,0.0,9.0,1.33,17,536,Brentford,Premier League,DF
Faouzi Ghoulam,31.0,ALG,0.81,0.0,0.0,0.0,7.3,0.54,14,332,Napoli,Serie A,DF
Dimitris Giannoulis,26.0,GRE,0.23,0.0,0.08,0.0,9.15,1.77,18,1169,Norwich City,Premier League,DF
Morgan Gibbs-White,22.0,ENG,20.0,0.0,0.0,0.0,30.0,0.0,2,9,Wolves,Premier League,FW
Ben Gibson,29.0,ENG,0.29,0.0,0.0,0.0,7.22,0.61,28,2494,Norwich City,Premier League,DF
Niko GieÃelmann,30.0,GER,1.17,0.13,0.26,0.04,6.19,0.43,28,2083,Union Berlin,Bundesliga,DF
Ãscar Gil,25.0,ESP,0.32,0.0,0.11,0.11,5.53,1.6,22,1688,Espanyol,La Liga,DF
Mario Gila,21.0,ESP,0.0,0.0,0.0,0.0,13.3,3.33,2,25,Real Madrid,La Liga,DF
Billy Gilmour,20.0,SCO,0.87,0.0,0.05,0.05,8.59,1.07,24,1855,Norwich City,Premier League,MF
Daniel Ginczek,31.0,GER,10.0,0.0,0.0,0.0,30.0,0.0,2,13,Wolfsburg,Bundesliga,FW
Matthias Ginter,28.0,GER,1.18,0.04,0.0,0.08,9.24,1.22,28,2355,M'Gladbach,Bundesliga,DF
Nicholas Gioacchini,21.0,USA,2.0,0.0,0.36,0.55,7.64,1.27,28,497,Montpellier,Ligue 1,FW
Sebastian Giovinco,35.0,ITA,2.5,0.0,0.0,0.0,10.0,0.0,2,39,Sampdoria,Serie A,MF
Jimmy Giraudon,30.0,FRA,0.0,0.0,0.0,0.0,7.44,0.39,19,1619,Troyes,Ligue 1,DF
Andrei Girotto,30.0,BRA,1.29,0.17,0.03,0.0,11.2,1.46,36,3146,Nantes,Ligue 1,DF
Olivier Giroud,35.0,FRA,2.9,0.52,0.14,0.52,3.24,0.52,29,1892,Milan,Serie A,FW
Serge Gnabry,26.0,GER,2.8,0.58,0.21,0.62,7.28,1.4,34,2185,Bayern Munich,Bundesliga,FW
Ben Godfrey,24.0,ENG,0.8,0.0,0.0,0.0,7.16,1.16,23,2029,Everton,Premier League,DF
Diego GodÃ­n,36.0,URU,0.77,0.0,0.11,0.0,9.45,1.43,11,818,Cagliari,Serie A,DF
Edoardo Goldaniga,28.0,ITA,0.0,0.0,0.0,0.0,0.0,0.0,1,1,Sassuolo,Serie A,DF
Edoardo Goldaniga,28.0,ITA,0.48,0.0,0.0,0.1,10.5,1.15,11,934,Cagliari,Serie A,DF
Aleksandr Golovin,25.0,RUS,1.38,0.18,0.24,0.12,6.95,1.08,27,1502,Monaco,Ligue 1,FW
AndrÃ© Gomes,28.0,POR,2.03,0.0,0.14,0.0,11.9,1.3,14,619,Everton,Premier League,MF
Angel Gomes,21.0,ENG,1.32,0.09,0.09,0.0,6.23,1.23,24,954,Lille,Ligue 1,FW
Toti Gomes,23.0,POR,0.25,0.0,0.0,0.25,10.5,0.75,4,360,Wolves,Premier League,DF
Dani GÃ³mez,23.0,ESP,2.63,0.34,0.17,0.93,3.98,0.59,28,1063,Levante,La Liga,FW
Joe Gomez,25.0,ENG,0.27,0.0,0.27,0.0,11.9,1.08,8,331,Liverpool,Premier League,DF
Maxi GÃ³mez,25.0,URU,1.94,0.23,0.05,0.46,3.36,0.28,29,1956,Valencia,La Liga,FW
Moi GÃ³mez,27.0,ESP,0.91,0.14,0.14,0.07,6.15,0.7,29,1286,Villarreal,La Liga,FW
Papu GÃ³mez,34.0,ARG,1.72,0.25,0.05,0.05,5.86,0.86,29,1784,Sevilla,La Liga,FW
Sergi GÃ³mez,30.0,ESP,0.23,0.03,0.07,0.0,5.6,0.5,31,2720,Espanyol,La Liga,DF
Maxime Gonalons,33.0,FRA,0.68,0.0,0.12,0.0,11.0,2.04,24,1460,Granada,La Liga,MF
Vagner GonÃ§alves,26.0,CPV,1.0,0.0,0.0,0.0,5.0,0.0,3,86,Metz,Ligue 1,FW
Cedric Gondo,25.0,CIV,2.56,0.13,0.0,0.38,5.77,0.26,14,699,Salernitana,Serie A,FW
Ãlvaro GonzÃ¡lez,32.0,ESP,0.4,0.0,0.0,0.0,7.4,0.0,6,451,Marseille,Ligue 1,DF
Diego GonzÃ¡lez,27.0,ESP,0.2,0.0,0.0,0.0,6.83,0.75,28,1793,Elche,La Liga,DF
Ãdgar GonzÃ¡lez,25.0,ESP,0.31,0.06,0.06,0.0,7.85,0.98,21,1464,Betis,La Liga,DF
Giovanni GonzÃ¡lez,27.0,URU,0.73,0.24,0.0,0.0,8.54,2.2,9,365,Mallorca,La Liga,DF
NicolÃ¡s GonzÃ¡lez,20.0,ESP,1.37,0.16,0.08,0.08,7.5,2.1,27,1114,Barcelona,La Liga,MF
NicolÃ¡s GonzÃ¡lez,24.0,ARG,2.63,0.27,0.23,0.19,4.58,0.76,33,2357,Fiorentina,Serie A,FW
Peter GonzÃ¡lez,19.0,DOM,6.67,0.0,0.0,0.0,10.0,3.33,3,27,Real Madrid,La Liga,DF
Roberto GonzÃ¡lez,21.0,ESP,1.33,0.0,0.0,0.0,2.67,1.33,4,135,Betis,La Liga,FW
Charlie Goode,26.0,ENG,0.4,0.0,0.0,0.0,11.6,1.0,6,450,Brentford,Premier League,DF
Anthony Gordon,21.0,ENG,1.73,0.16,0.08,0.31,6.54,1.42,35,2285,Everton,Premier League,FW
Kaide Gordon,17.0,ENG,10.0,0.0,0.0,0.0,0.0,0.0,1,9,Liverpool,Premier League,FW
Leon Goretzka,27.0,GER,2.97,0.19,0.19,0.06,10.6,1.23,19,1396,Bayern Munich,Bundesliga,MF
Gori,20.0,ESP,0.0,0.0,0.0,0.0,0.0,0.0,1,9,Espanyol,La Liga,MF
Andoni Gorosabel,25.0,ESP,0.43,0.0,0.16,0.0,8.15,1.14,32,2289,Real Sociedad,La Liga,DF
Robin Gosens,27.0,GER,2.94,0.2,0.0,0.2,6.47,0.59,6,460,Atalanta,Serie A,DF
Robin Gosens,27.0,GER,2.11,0.0,0.53,1.05,10.0,1.05,7,169,Inter,Serie A,DF
Dan Gosling,32.0,ENG,1.11,0.56,0.0,0.0,11.1,0.56,4,166,Watford,Premier League,MF
Amine Gouiri,22.0,FRA,2.29,0.33,0.29,0.2,4.77,0.49,38,2754,Nice,Ligue 1,FW
Jeffrey Gouweleeuw,30.0,NED,0.38,0.07,0.0,0.0,10.7,1.4,29,2576,Augsburg,Bundesliga,DF
Jonathan Gradit,29.0,FRA,0.15,0.0,0.0,0.0,8.68,0.94,35,3067,Lens,Ligue 1,DF
Alberto Grassi,27.0,ITA,1.03,0.0,0.04,0.04,12.6,1.03,30,2174,Cagliari,Serie A,MF
Jaume Grau,25.0,ESP,0.0,0.0,0.0,0.0,0.0,1.0,1,3,Osasuna,La Liga,MF
Andrew Gravillon,24.0,FRA,0.68,0.0,0.0,0.0,6.16,0.89,26,2135,Reims,Ligue 1,DF
Demarai Gray,25.0,ENG,2.5,0.19,0.15,0.12,5.46,0.73,34,2338,Everton,Premier League,FW
Adrian Grbi?,25.0,AUT,2.07,0.17,0.0,0.17,3.97,0.52,16,518,Lorient,Ligue 1,FW
Jack Grealish,26.0,ENG,2.11,0.14,0.14,0.23,4.98,0.7,26,1914,Manchester City,Premier League,FW
Julian Green,26.0,USA,1.54,0.0,0.0,0.0,7.52,0.77,24,1054,Greuther FÃ¼rth,Bundesliga,MF
Mason Greenwood,20.0,ENG,3.4,0.35,0.07,0.21,5.74,0.57,18,1271,Manchester Utd,Premier League,FW
Sam Greenwood,20.0,ENG,1.54,0.0,0.77,0.38,9.23,0.77,7,237,Leeds United,Premier League,FW
Michael Gregoritsch,28.0,AUT,2.65,0.58,0.0,0.32,6.19,0.58,25,1392,Augsburg,Bundesliga,FW
ClÃ©ment Grenier,31.0,FRA,1.43,1.43,0.0,0.0,14.3,0.0,5,60,Mallorca,La Liga,MF
Sebastian Griesbeck,31.0,GER,0.0,0.0,0.0,0.0,10.0,10.0,1,9,Union Berlin,Bundesliga,MF
Sebastian Griesbeck,31.0,GER,0.26,0.04,0.0,0.0,8.97,1.33,29,2439,Greuther FÃ¼rth,Bundesliga,DF
Antoine Griezmann,31.0,FRA,1.38,0.0,0.0,0.0,3.1,2.07,3,263,Barcelona,La Liga,FW
Antoine Griezmann,31.0,FRA,2.39,0.16,0.21,0.53,5.27,1.06,26,1695,AtlÃ©tico Madrid,La Liga,FW
Vincenzo Grifo,29.0,ITA,2.01,0.29,0.23,0.03,7.47,0.62,34,2775,Freiburg,Bundesliga,FW
Florian Grillitsch,26.0,AUT,0.48,0.0,0.0,0.0,10.4,1.63,18,1496,Hoffenheim,Bundesliga,DF
Arnaut Groeneveld,25.0,NED,3.6,0.61,0.18,1.04,4.09,0.18,23,1472,Villarreal,La Liga,FW
Pascal GroÃ,30.0,GER,1.02,0.09,0.18,0.18,8.14,0.93,29,2038,Brighton,Premier League,DF
Carlos Gruezo,27.0,ECU,0.93,0.0,0.0,0.0,8.7,1.57,17,970,Augsburg,Bundesliga,MF
AndrÃ©s Guardado,35.0,MEX,0.9,0.0,0.06,0.0,10.3,1.42,28,1393,Betis,La Liga,MF
Sergi Guardiola,31.0,ESP,2.53,0.42,0.11,0.74,4.21,0.74,32,1710,Rayo Vallecano,La Liga,FW
Nemanja Gudelj,30.0,SRB,0.34,0.0,0.0,0.0,10.3,1.38,21,1046,Sevilla,La Liga,DF
Gabriel Gudmundsson,23.0,SWE,1.34,0.07,0.0,0.34,8.12,1.61,30,1344,Lille,Ligue 1,DF
Noah Guede-Nadje,18.0,FRA,0.0,0.0,0.0,0.0,0.0,0.0,1,3,Angers,Ligue 1,FW
GonÃ§alo Guedes,25.0,POR,2.31,0.38,0.21,0.17,5.38,0.69,36,2606,Valencia,La Liga,FW
Marc GuÃ©hi,21.0,ENG,0.5,0.06,0.03,0.0,9.5,0.61,36,3222,Crystal Palace,Premier League,DF
MattÃ©o Guendouzi,23.0,FRA,1.43,0.11,0.17,0.0,7.09,0.97,38,3152,Marseille,Ligue 1,MF
Yanis Guermouche,21.0,FRA,0.0,0.0,0.0,0.0,10.0,10.0,3,11,Montpellier,Ligue 1,FW
RaphaÃ«l Guerreiro,28.0,POR,1.56,0.2,0.1,0.05,8.54,1.51,23,1795,Dortmund,Bundesliga,DF
Evann Guessand,20.0,FRA,2.65,0.2,0.41,0.0,4.29,1.22,20,438,Nice,Ligue 1,FW
Ander Guevara,24.0,ESP,0.21,0.0,0.0,0.0,12.1,1.04,17,867,Real Sociedad,La Liga,MF
Lamine Gueye,24.0,SEN,2.26,0.0,0.48,0.48,4.68,1.29,14,555,Metz,Ligue 1,FW
Pape Gueye,23.0,SEN,1.76,0.0,0.06,0.24,8.29,1.41,28,1528,Marseille,Ligue 1,MF
John Guidetti,30.0,SWE,3.23,0.0,0.0,0.97,4.19,0.32,10,279,AlavÃ©s,La Liga,FW
Josuha Guilavogui,31.0,FRA,0.61,0.07,0.07,0.0,10.8,1.96,15,1331,Bordeaux,Ligue 1,DF
Josuha Guilavogui,31.0,FRA,0.76,0.0,0.0,0.19,14.6,2.0,15,942,Wolfsburg,Bundesliga,DF
Frederic Guilbert,27.0,FRA,0.86,0.0,0.14,0.07,7.04,1.5,33,2516,Strasbourg,Ligue 1,DF
Hugo GuillamÃ³n,22.0,ESP,0.27,0.04,0.0,0.08,10.4,1.34,31,2361,Valencia,La Liga,DF
Bruno GuimarÃ£es,24.0,BRA,0.6,0.0,0.16,0.05,7.53,2.47,20,1634,Lyon,Ligue 1,MF
Bruno GuimarÃ£es,24.0,BRA,1.91,0.43,0.09,0.35,10.5,3.39,17,1034,Newcastle Utd,Premier League,MF
Sehrou Guirassy,26.0,GUI,3.98,0.8,0.0,0.35,4.07,0.44,37,1016,Rennes,Ligue 1,FW
Manuel Gulde,31.0,GER,0.07,0.0,0.0,0.0,8.46,0.96,20,1225,Freiburg,Bundesliga,DF
Gerard Gumbau,27.0,ESP,1.05,0.0,0.19,0.0,7.81,1.05,31,1890,Elche,La Liga,MF
Robert Gumny,23.0,POL,0.28,0.0,0.0,0.0,8.89,1.55,28,2272,Augsburg,Bundesliga,DF
Ãlkay GÃ¼ndoÃ°an,31.0,GER,2.67,0.39,0.19,0.1,6.41,0.53,27,1857,Manchester City,Premier League,MF
Christian GÃ¼nter,29.0,GER,0.71,0.06,0.26,0.12,6.26,0.62,34,3060,Freiburg,Bundesliga,DF
Koray GÃ¼nter,27.0,GER,0.22,0.0,0.0,0.04,13.7,0.78,30,2411,Hellas Verona,Serie A,DF
Lasse GÃ¼nther,19.0,GER,1.11,0.0,0.0,0.0,7.22,1.67,5,161,Augsburg,Bundesliga,DF
Jon Guridi,27.0,ESP,0.87,0.43,0.0,0.0,6.09,1.74,8,206,Real Sociedad,La Liga,MF
Malo Gusto,19.0,FRA,0.53,0.0,0.19,0.1,8.71,1.96,30,1884,Lyon,Ligue 1,DF
RaÃºl Guti,25.0,ESP,0.99,0.0,0.0,0.0,7.9,0.83,31,1627,Elche,La Liga,MF
Marcos Mauro LÃ³pez GutiÃ©rrez,31.0,ARG,0.0,0.0,0.0,0.0,5.33,0.67,3,136,CÃ¡diz,La Liga,DF
Miguel GutiÃ©rrez,20.0,ESP,0.0,0.0,0.34,0.0,5.52,1.38,3,260,Real Madrid,La Liga,DF
Albert Gu?mundsson,24.0,ISL,1.34,0.15,0.0,0.45,6.57,0.75,12,607,Genoa,Serie A,FW
JoÂko Gvardiol,20.0,CRO,0.86,0.07,0.07,0.04,10.9,1.23,29,2409,RB Leipzig,Bundesliga,DF
Emmanuel Gyasi,28.0,GHA,1.16,0.18,0.0,0.62,6.05,1.01,36,3035,Spezia,Serie A,FW
Norbert GyÃ¶mbÃ©r,29.0,SVK,0.32,0.0,0.0,0.0,8.46,1.33,31,2563,Salernitana,Serie A,DF
Erling Haaland,21.0,NOR,3.49,1.04,0.38,0.66,3.25,0.09,24,1911,Dortmund,Bundesliga,FW
Nicolas Haas,26.0,SUI,0.63,0.0,0.18,0.09,9.37,2.25,16,1001,Empoli,Serie A,MF
Janik Haberer,28.0,GER,1.43,0.33,0.0,0.11,12.6,1.21,26,818,Freiburg,Bundesliga,MF
Alexander Hack,28.0,GER,1.0,0.13,0.04,0.09,13.8,1.78,28,2074,Mainz 05,Bundesliga,DF
Robin Hack,23.0,GER,2.04,0.0,0.2,0.26,6.84,0.86,30,1364,Arminia,Bundesliga,FW
Munir El Haddadi,26.0,MAR,2.45,0.38,0.0,0.57,6.42,0.57,16,474,Sevilla,La Liga,FW
AndrÃ© Hahn,31.0,GER,1.93,0.21,0.09,0.73,4.89,0.6,32,2101,Augsburg,Bundesliga,FW
Amadou Haidara,24.0,MLI,0.95,0.2,0.07,0.0,12.2,1.43,20,1326,RB Leipzig,Bundesliga,MF
Massadio HaÃ¯dara,29.0,MLI,0.33,0.08,0.08,0.0,7.08,1.08,20,1076,Lens,Ligue 1,DF
Oualid El Hajjam,31.0,MAR,0.92,0.08,0.08,0.0,8.07,1.09,19,1072,Troyes,Ligue 1,DF
Achraf Hakimi,23.0,MAR,0.76,0.15,0.22,0.22,4.87,1.71,32,2479,Paris S-G,Ligue 1,DF
Marcel Halstenberg,30.0,GER,0.89,0.18,0.0,0.18,10.7,0.89,8,507,RB Leipzig,Bundesliga,DF
Pierre-Yves Hamel,28.0,FRA,0.0,0.0,0.0,0.0,3.33,0.0,3,30,Lorient,Ligue 1,FW
Pierre-Yves Hamel,28.0,FRA,2.41,0.0,0.0,0.34,2.76,1.55,17,523,Clermont Foot,Ligue 1,FW
Romain Hamouma,35.0,FRA,2.24,0.2,0.1,0.82,5.1,0.71,22,886,Saint-Ãtienne,Ligue 1,FW
Grant Hanley,30.0,SCO,0.62,0.03,0.0,0.06,7.83,1.18,33,2897,Norwich City,Premier League,DF
Ridgeciano Haps,28.0,SUR,0.48,0.04,0.04,0.09,7.68,0.7,25,2056,Venezia,Serie A,DF
Genki Haraguchi,31.0,JPN,1.49,0.1,0.31,0.05,9.38,1.08,30,1755,Union Berlin,Bundesliga,MF
Amine Harit,24.0,MAR,1.16,0.31,0.31,0.23,5.5,1.71,23,1165,Marseille,Ligue 1,FW
Varazdat Haroyan,29.0,ARM,0.25,0.06,0.0,0.06,7.31,1.31,17,1437,CÃ¡diz,La Liga,DF
Jack Harrison,25.0,ENG,1.5,0.27,0.03,0.14,6.72,1.09,35,2639,Leeds United,Premier League,FW
Abdou Harroui,24.0,NED,2.6,0.0,0.0,0.0,11.0,1.8,22,452,Sassuolo,Serie A,MF
Luis Hartwig,19.0,GER,0.0,0.0,0.0,0.0,0.0,0.0,1,2,Bochum,Bundesliga,MF
Makoto Hasebe,38.0,JPN,0.0,0.0,0.0,0.0,14.3,1.74,18,1187,Eint Frankfurt,Bundesliga,DF
Hans Hateboer,28.0,NED,1.1,0.0,0.0,0.19,5.13,0.52,21,1386,Atalanta,Serie A,DF
Kortney Hause,26.0,ENG,0.45,0.23,0.0,0.23,12.5,0.91,7,397,Aston Villa,Premier League,DF
Kai Havertz,22.0,GER,2.79,0.4,0.15,0.6,4.33,0.65,29,1809,Chelsea,Premier League,FW
Isaac Hayden,27.0,ENG,0.54,0.09,0.0,0.0,6.94,1.62,14,1002,Newcastle Utd,Premier League,DF
Eden Hazard,31.0,BEL,1.5,0.0,0.13,0.5,3.75,0.75,18,717,Real Madrid,La Liga,FW
Thorgan Hazard,29.0,BEL,1.48,0.27,0.07,0.74,7.38,0.81,23,1337,Dortmund,Bundesliga,FW
Jonas Hector,32.0,GER,0.63,0.0,0.21,0.04,9.79,1.83,30,2553,KÃ¶ln,Bundesliga,DF
Hwang Hee-chan,26.0,KOR,2.0,0.0,0.0,0.0,6.0,0.0,2,49,RB Leipzig,Bundesliga,FW
Hwang Hee-chan,26.0,KOR,1.44,0.25,0.05,0.15,5.15,0.69,30,1816,Wolves,Premier League,FW
Silvan Hefti,24.0,SUI,0.35,0.0,0.0,0.0,9.79,2.52,16,1288,Genoa,Serie A,DF
Dominique Heintz,28.0,GER,0.19,0.0,0.0,0.19,7.69,0.96,7,467,Union Berlin,Bundesliga,DF
Dominique Heintz,28.0,GER,0.0,0.0,0.0,0.0,10.0,0.0,1,29,Freiburg,Bundesliga,DF
Jordan Henderson,31.0,ENG,1.07,0.07,0.17,0.1,11.1,0.83,35,2597,Liverpool,Premier League,MF
Liam Henderson,26.0,SCO,1.88,0.09,0.13,0.13,7.54,0.63,38,2020,Empoli,Serie A,MF
Jeff Hendrick,30.0,IRL,1.25,1.25,0.0,0.0,7.5,1.25,3,72,Newcastle Utd,Premier League,MF
